,Species,Species Name,Scientific Name Authorship,Taxon Rank,Kingdom,Phylum,Class,Order,Family,Genus,Vernacular Name,Number of records
292,https://id.biodiversity.org.au/node/apni/2904956,Eleusine indica,(L.) Gaertn.,species,Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Eleusine,Crow's-foot Grass,2
293,https://id.biodiversity.org.au/node/apni/2904997,Juncus bufonius,L.,species,Plantae,Charophyta,Equisetopsida,Poales,Juncaceae,Juncus,Toad Rush,2
294,https://id.biodiversity.org.au/node/apni/2905810,Grevillea lanigera,A.Cunn. ex R.Br.,species,Plantae,Charophyta,Equisetopsida,Proteales,Proteaceae,Grevillea,Woolly Grevillea,2
295,https://id.biodiversity.org.au/node/apni/2905985,Prostanthera stenophylla,B.J.Conn,species,Plantae,Charophyta,Equisetopsida,Lamiales,Lamiaceae,Prostanthera,,2
296,https://id.biodiversity.org.au/node/apni/2906006,Tolpis barbata,(L.) Gaertn.,species,Plantae,Charophyta,Equisetopsida,Asterales,Asteraceae,Tolpis,Yellow Hawkweed,2
297,https://id.biodiversity.org.au/node/apni/2906822,Acacia rubida,A.Cunn.,species,Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Acacia,Red-stem Wattle,2
298,https://id.biodiversity.org.au/node/apni/2907350,Acacia ulicifolia,(Salisb.) Court,species,Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Acacia,Juniper Wattle,2
299,https://id.biodiversity.org.au/node/apni/2907731,Asplenium flabellifolium,Cav.,species,Plantae,Charophyta,Equisetopsida,Polypodiales,Aspleniaceae,Asplenium,Butterfly Fern,2
300,https://id.biodiversity.org.au/node/apni/2910497,Phalaris aquatica,L.,species,Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Phalaris,Phalaris,2
301,https://id.biodiversity.org.au/node/apni/2911274,Veronica calycina,R.Br.,species,Plantae,Charophyta,Equisetopsida,Lamiales,Plantaginaceae,Veronica,Hairy Speedwell,2
302,https://id.biodiversity.org.au/node/apni/2911549,Brachyloma daphnoides,(Sm.) Benth.,species,Plantae,Charophyta,Equisetopsida,Ericales,Ericaceae,Brachyloma,Daphne Heath,2
303,https://id.biodiversity.org.au/node/apni/2911607,Rytidosperma pilosum,(R.Br.) Connor & Edgar,species,Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Rytidosperma,,2
304,https://id.biodiversity.org.au/node/apni/2912379,Centaurium erythraea,Rafn,species,Plantae,Charophyta,Equisetopsida,Gentianales,Gentianaceae,Centaurium,Common Centaury,2
305,https://id.biodiversity.org.au/node/apni/2913468,Brachychiton populneus,(Schott & Endl.) R.Br.,species,Plantae,Charophyta,Equisetopsida,Malvales,Malvaceae,Brachychiton,Kurrajong,2
306,https://id.biodiversity.org.au/node/apni/2914099,Exocarpos cupressiformis,Labill.,species,Plantae,Charophyta,Equisetopsida,Santalales,Santalaceae,Exocarpos,Cherry Ballart,2
307,https://id.biodiversity.org.au/node/apni/2914644,Juncus flavidus,L.A.S.Johnson,species,Plantae,Charophyta,Equisetopsida,Poales,Juncaceae,Juncus,,2
308,https://id.biodiversity.org.au/node/apni/2915217,Hypoxis hygrometrica,Labill.,species,Plantae,Charophyta,Equisetopsida,Asparagales,Hypoxidaceae,Hypoxis,Golden Weathergrass,2
309,https://id.biodiversity.org.au/node/apni/2915505,Thysanotus patersonii,R.Br.,species,Plantae,Charophyta,Equisetopsida,Asparagales,Asparagaceae,Thysanotus,Twining Fringe Lily,2
310,https://id.biodiversity.org.au/node/apni/2918948,Juncus homalocaulis,F.Muell. ex Benth.,species,Plantae,Charophyta,Equisetopsida,Poales,Juncaceae,Juncus,Wiry Rush,2
311,https://id.biodiversity.org.au/node/apni/2918995,Ranunculus inundatus,R.Br. ex DC.,species,Plantae,Charophyta,Equisetopsida,Ranunculales,Ranunculaceae,Ranunculus,River Buttercup,2
312,https://id.biodiversity.org.au/node/apni/2919763,Senecio prenanthoides,A.Rich.,species,Plantae,Charophyta,Equisetopsida,Asterales,Asteraceae,Senecio,Common Fireweed,2
313,https://id.biodiversity.org.au/node/apni/2920857,Rytidosperma pallidum,(R.Br.) A.M.Humphreys & H.P.Linder,species,Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Rytidosperma,,2
314,https://id.biodiversity.org.au/node/apni/2921040,Eucalyptus camaldulensis,Dehnh.,species,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Flooded Gum,2
315,https://id.biodiversity.org.au/node/apni/6979038,Craspedia variabilis,J.Everett & Doust,species,Plantae,Charophyta,Equisetopsida,Asterales,Asteraceae,Craspedia,Billy-buttons,2
316,https://id.biodiversity.org.au/node/apni/8012087,Viola hederacea,Labill.,species,Plantae,Charophyta,Equisetopsida,Malpighiales,Violaceae,Viola,Ivy-leaved Violet,2
317,https://id.biodiversity.org.au/taxon/apni/51268677,Microseris walteri,Gand.,species,Plantae,Charophyta,Equisetopsida,Asterales,Asteraceae,Microseris,,2
318,https://id.biodiversity.org.au/taxon/apni/51287111,Acacia verniciflua,A.Cunn.,species,Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Acacia,Varnish Wattle,2
319,https://id.biodiversity.org.au/taxon/apni/51289897,Eucalyptus dives,Schauer,species,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Broad-leaved Peppermint,2
320,https://id.biodiversity.org.au/taxon/apni/51291069,Parentucellia latifolia,(L.) Caruel,species,Plantae,Charophyta,Equisetopsida,Lamiales,Orobanchaceae,Parentucellia,Red Bartsia,2
321,https://id.biodiversity.org.au/taxon/apni/51291699,Rumex acetosella,L.,species,Plantae,Charophyta,Equisetopsida,Caryophyllales,Polygonaceae,Rumex,Sorrel,2
322,https://id.biodiversity.org.au/taxon/apni/51294044,Phebalium squamulosum,Vent.,species,Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Phebalium,Forest Phebalium,2
323,https://id.biodiversity.org.au/taxon/apni/51298307,Hibbertia riparia,(R.Br. ex DC.) Hoogland,species,Plantae,Charophyta,Equisetopsida,,Dilleniaceae,Hibbertia,Erect Guinea-flower,2
324,https://id.biodiversity.org.au/taxon/apni/51300001,Correa reflexa,(Labill.) Vent.,species,Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Correa,Native Fuchsia,2
325,https://id.biodiversity.org.au/taxon/apni/51399207,Caladenia moschata,(D.L.Jones) G.N.Backh.,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Caladenia,Musky Caladenia,2
326,https://id.biodiversity.org.au/taxon/apni/51404353,Diuris sulphurea,R.Br.,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Diuris,Tiger Orchid,2
327,https://id.biodiversity.org.au/taxon/apni/51412098,Pterostylis decurva,R.S.Rogers,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Pterostylis,Summer Greenhood,2
328,https://id.biodiversity.org.au/taxon/apni/51412238,Pterostylis nutans,R.Br.,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Pterostylis,Nodding Greenhood,2
329,ALA_DR653_101,Spatula rhynchotis,"(Latham, 1801)",species,Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,Australasian Shoveler,1
330,NZOR-6-112428,Trentepohlia aurea,(L.) Mart.,species,Plantae,Chlorophyta,Ulvophyceae,Trentepohliales,Trentepohliaceae,Trentepohlia,,1
331,NZOR-6-40774,Vicugna pacos,Linnaeus,species,Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Vicugna,,1
332,NZOR-6-48398,Leratiomyces ceres,(Cooke & Massee) Bridge & Spooner,species,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Leratiomyces,,1
333,NZOR-6-53362,Aspicilia cinerea,(L.) K̦rb.,species,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Megasporaceae,Aspicilia,,1
334,NZOR-6-54688,Tyto alba,Gould,species,Animalia,Chordata,Aves,Strigiformes,Tytonidae,Tyto,Barn Owl,1
335,https://biodiversity.org.au/afd/taxa/00b1b9a2-70c9-45be-8019-9c7fd755afc8,Trichosurus vulpecula,"(Kerr, 1792)",species,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Trichosurus,Common Brushtail Possum,1
336,https://biodiversity.org.au/afd/taxa/048cccbc-1d1f-4ae7-a4cd-cb24a04586c9,Lasioglossum (Chilalictus) bicingulatum,"(Smith, 1853)",species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,1
337,https://biodiversity.org.au/afd/taxa/07ff6b95-5fa0-4506-90e1-c6b4abf72708,Hylaeus (Prosopisteron) littleri,"(Cockerell, 1918)",species,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,,1
338,https://biodiversity.org.au/afd/taxa/0995e2a7-3222-4fd6-ac14-3d53ca819176,Doratifera quadriguttata,"(Walker, 1855)",species,Animalia,Arthropoda,Insecta,Lepidoptera,Limacodidae,Doratifera,,1
339,https://biodiversity.org.au/afd/taxa/09ce0d99-d270-4f13-8e76-bf1b04691ecf,Paralucia aurifera,"(Blanchard, 1848)",species,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Paralucia,Bright Copper,1
340,https://biodiversity.org.au/afd/taxa/0a741ee1-375b-4f47-ae3f-882df4f8fbfe,Sastrapada australica,"St̴l, 1874",species,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Sastrapada,,1
341,https://biodiversity.org.au/afd/taxa/0b7db155-ac36-4263-b113-95f6fbec19c8,Phonognatha graeffei,"(Keyserling, 1865)",species,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Phonognatha,,1
342,https://biodiversity.org.au/afd/taxa/0b9f8deb-6503-48e0-b952-383fcb924ce6,Laccotrephes (Laccotrephes) tristis,"(St̴l, 1854)",species,Animalia,Arthropoda,Insecta,Hemiptera,Nepidae,Laccotrephes,Water Scorpion,1
343,https://biodiversity.org.au/afd/taxa/0cf87549-56ab-44a0-9dae-98a9152228d6,Pholcus phalangioides,"(Fuesslin, 1775)",species,Animalia,Arthropoda,Arachnida,Araneae,Pholcidae,Pholcus,,1
344,https://biodiversity.org.au/afd/taxa/0d54571e-f67a-4814-bf1b-7e9aa02df03e,Philemon (Microphilemon) citreogularis,"(Gould, 1837)",species,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Philemon,Little Friarbird,1
345,https://biodiversity.org.au/afd/taxa/0e83d2e7-815b-4cb8-a9af-fe60f164f09e,Ledromorpha planirostris,"(Donovan, 1805)",species,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Ledromorpha,,1
346,https://biodiversity.org.au/afd/taxa/0f7d9921-1e32-4204-aa7e-ec15e8043a32,Gastrimargus musicus,"(Fabricius, 1775)",species,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Gastrimargus,Yellow-winged Locust,1
347,https://biodiversity.org.au/afd/taxa/125adc68-3bee-4ba9-86c3-3709572dcd13,Zygometis xanthogaster,"(L. Koch, 1875)",species,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Zygometis,,1
348,https://biodiversity.org.au/afd/taxa/1365e75f-226d-4ffb-be21-4acf4f640bbc,Maratus vespertilio,"(Simon, 1901)",species,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Maratus,,1
349,https://biodiversity.org.au/afd/taxa/13f8f6f4-21db-44a5-8c33-5dafb6fcbc69,Trichiocercus sparshalli,"(Curtis, 1830)",species,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Trichiocercus,,1
350,https://biodiversity.org.au/afd/taxa/143cc9f0-bc3c-45b7-8e1c-21fbe9319bba,Ardea alba,"Linnaeus, 1758",species,Animalia,Chordata,Aves,Ciconiiformes,Ardeidae,Ardea,Baluun,1
351,https://biodiversity.org.au/afd/taxa/17e66cd6-ec05-4478-8e8d-9e9d8ffc8045,Castiarina crenata,"(Donovan, 1805)",species,Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Castiarina,,1
352,https://biodiversity.org.au/afd/taxa/187c157a-57bb-4eb3-b27f-127547966e63,Castiarina scalaris,"(Boisduval, 1835)",species,Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Castiarina,,1
353,https://biodiversity.org.au/afd/taxa/188daa0f-2f3b-451e-8809-0815f06a6a3d,Olbonoma triptycha,"(Meyrick, 1884)",species,Animalia,Arthropoda,Insecta,Lepidoptera,Oecophoridae,Olbonoma,,1
354,https://biodiversity.org.au/afd/taxa/195bde02-d775-4b20-a434-10466e66e9e1,Lucilia cuprina,"(Wiedemann, 1830)",species,Animalia,Arthropoda,Insecta,Diptera,Calliphoridae,Lucilia,,1
355,https://biodiversity.org.au/afd/taxa/1a490f00-368f-427c-8d4c-fa3f3271d75f,Apis (Apis) mellifera,"Linnaeus, 1758",species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,,1
356,https://biodiversity.org.au/afd/taxa/1a810208-a2f6-4f0e-98f3-918a536ff935,Laxta granicollis,"(Saussure, 1862)",species,Animalia,Arthropoda,Insecta,Blattodea,Blaberidae,Laxta,,1
357,https://biodiversity.org.au/afd/taxa/21734a28-992e-43f6-8686-c8ed4c63d22d,Urodacus manicatus,"(Thorell, 1876)",species,Animalia,Arthropoda,Arachnida,Scorpiones,Urodacidae,Urodacus,,1
358,https://biodiversity.org.au/afd/taxa/242bc8a7-ecf6-43b9-9f6b-3d459a6bb362,Diatenes aglossoides,"Guen̩e, 1852",species,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Diatenes,,1
359,https://biodiversity.org.au/afd/taxa/284a0855-14f4-4da8-9fdc-b53009b65796,Petaurus breviceps,"Waterhouse, 1839",species,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Petaurus,Sugar Glider,1
360,https://biodiversity.org.au/afd/taxa/29796f05-7bba-4837-8fa2-9b58ba1bd3b8,Anax papuensis,"(Burmeister, 1839)",species,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Anax,,1
361,https://biodiversity.org.au/afd/taxa/2c50c2f6-7a0d-44e1-b549-458427b420c4,Limnodynastes dumerilii,"Peters, 1863",species,Animalia,Chordata,Amphibia,Anura,Limnodynastidae,Limnodynastes,Eastern Banjo Frog,1
362,https://biodiversity.org.au/afd/taxa/3042c04b-4aa6-43e0-a029-9079649091a8,Hoshihananomia leucosticta,"(Germar, 1848)",species,Animalia,Arthropoda,Insecta,Coleoptera,Mordellidae,Hoshihananomia,,1
363,https://biodiversity.org.au/afd/taxa/30dfcca6-8f44-4913-b8ad-0dda0533b8be,Goniaea australasiae,"(Leach, 1814)",species,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Goniaea,Gumleaf Grasshopper,1
364,https://biodiversity.org.au/afd/taxa/3111cb04-bfc8-42b1-81d5-b84eee4a0ca3,Tiliqua nigrolutea,"(Quoy & Gaimard, 1824)",species,Animalia,Chordata,Reptilia,Squamata,Scincidae,Tiliqua,Southern Blue-tongue,1
365,https://biodiversity.org.au/afd/taxa/3153b97b-1bdd-4338-98b6-cea694974b83,Paracolletes (Paracolletes) crassipes,"Smith, 1853",species,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Paracolletes,,1
366,https://biodiversity.org.au/afd/taxa/33ccb683-f535-4bbb-aa25-b84eb894e8ce,Stephanopis monulfi,"Chrysanthus, 1964",species,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Stephanopis,,1
367,https://biodiversity.org.au/afd/taxa/33d2bad5-d51b-4127-9aa8-f9be613a9734,Megachile (Hackeriapis) oblonga,"Smith, 1879",species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,,1
368,https://biodiversity.org.au/afd/taxa/351be9fd-4b56-4f3d-8366-ebf85c445d89,Hylaeus (Euprosopis) elegans,"(Smith, 1853)",species,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,,1
369,https://biodiversity.org.au/afd/taxa/37b96920-e8bf-499c-9967-b6911fedff51,Egretta garzetta,"(Linnaeus, 1766)",species,Animalia,Chordata,Aves,Ciconiiformes,Ardeidae,Egretta,Lesser Egret,1
370,https://biodiversity.org.au/afd/taxa/3a3dd0b4-8a10-43a0-9d31-831ca653e896,Austroargiolestes icteromelas,"(Selys, 1862)",species,Animalia,Arthropoda,Insecta,Odonata,Megapodagrionidae,Austroargiolestes,,1
371,https://biodiversity.org.au/afd/taxa/3a70c530-49f7-4500-ac69-0a0683b25eae,Plectorhyncha lanceolata,"Gould, 1838",species,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Plectorhyncha,Striped Honeyeater,1
372,https://biodiversity.org.au/afd/taxa/3c240b7a-9c34-49ae-ac51-90a1a417666a,Formosia (Euamphibolia) speciosa,"(Erichson, 1842)",species,Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Formosia,,1
373,https://biodiversity.org.au/afd/taxa/3c48b6df-9394-4c70-b243-be211923b143,Brachypeplus basalis,"Erichson, 1842",species,Animalia,Arthropoda,Insecta,Coleoptera,Nitidulidae,Brachypeplus,,1
374,https://biodiversity.org.au/afd/taxa/3ef95407-5296-4235-bd98-4d0021569089,Melobasis vittata,"Blackburn, 1887",species,Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Melobasis,,1
375,https://biodiversity.org.au/afd/taxa/4136b6d0-b5be-45d4-8323-e96e03d94218,Bos (Bos) taurus,"Linnaeus, 1758",species,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,European Cattle,1
376,https://biodiversity.org.au/afd/taxa/41d32c25-20dd-4dd4-b52c-cbccfafa38a0,Austrolestes analis,"(Rambur, 1842)",species,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Austrolestes,,1
377,https://biodiversity.org.au/afd/taxa/43205f99-6412-4067-88fe-c1f74418d27b,Ectomocoris ornatus,"(St̴l, 1863)",species,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Ectomocoris,,1
378,https://biodiversity.org.au/afd/taxa/43abe3ea-7ccc-41cc-920f-d9cfa107207e,Pelecanus conspicillatus,"Temminck, 1824",species,Animalia,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,Australian Pelican,1
379,https://biodiversity.org.au/afd/taxa/4452ccf7-f7aa-4959-a2cd-ec0583a50db0,Euryglossina (Euryglossina) fuscescens,"Cockerell, 1929",species,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Euryglossina,,1
380,https://biodiversity.org.au/afd/taxa/44813fef-527b-458a-9db6-9ccbca9ae119,Hylaeus (Gnathoprosopis) euxanthus,"(Cockerell, 1910)",species,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,,1
381,https://biodiversity.org.au/afd/taxa/45731de6-9ea2-47e4-8e43-83a26913f6f3,Camponotus consobrinus,"(Erichson, 1842)",species,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,,1
382,https://biodiversity.org.au/afd/taxa/45fc33b5-6a2f-44d3-981d-9e893efded53,Hylaeus (Euprosopis) honestus,"(Smith, 1879)",species,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,,1
383,https://biodiversity.org.au/afd/taxa/46d45b3d-b74d-4df0-8d14-e040cca8245d,Cuspicona thoracica,"(Westwood, 1837)",species,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Cuspicona,,1
384,https://biodiversity.org.au/afd/taxa/486d17d3-e42f-455e-bbfc-200cd9ec284a,Neorrhina punctatum,"(Donovan, 1805)",species,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Neorrhina,,1
385,https://biodiversity.org.au/afd/taxa/4879f811-7be4-4ffb-b281-b590dc182b61,Paropsis pictipennis,"Boheman, 1859",species,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Paropsis,,1
386,https://biodiversity.org.au/afd/taxa/4aa8a4c4-b71e-474a-8338-7cb97849f6ff,Pollanisus viridipulverulenta,"(Gu̩rin-M̩neville, 1839)",species,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Pollanisus,,1
387,https://biodiversity.org.au/afd/taxa/4c3ce4bc-efb5-4860-aac1-a9ae9a486c86,Portacosa cinerea,"Framenau, 2017",species,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Portacosa,Grey Wolf Spider,1
388,https://biodiversity.org.au/afd/taxa/4ee36756-67cc-4c79-9491-631b677dc52d,Phoroncidia sextuberculata,"(Keyserling, 1890)",species,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Phoroncidia,,1
389,https://biodiversity.org.au/afd/taxa/4f37aef6-0f7a-4e91-91ae-9193cd131126,Allothereua maculata,"(Newport, 1844)",species,Animalia,Arthropoda,Chilopoda,Scutigeromorpha,Scutigeridae,Allothereua,,1
390,https://biodiversity.org.au/afd/taxa/528fa67e-649e-4fe4-9f55-4150ad47ddcf,Comocrus behri,"(Angas, 1847)",species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Comocrus,,1
391,https://biodiversity.org.au/afd/taxa/52f16897-09fd-4772-a155-bd3cbab93c34,Bermius brachycerus,"St̴l, 1878",species,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Bermius,,1
392,https://biodiversity.org.au/afd/taxa/545071b1-8037-4bcf-ba4a-87ab19d72324,Oncocoris geniculatus,"(Dallas, 1851)",species,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Oncocoris,,1
393,https://biodiversity.org.au/afd/taxa/5451f5ef-040c-4df4-9a3b-19e1faa2161c,Megachile (Eutricharaea) maculariformis,"Cockerell, 1907",species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,,1
394,https://biodiversity.org.au/afd/taxa/5457e4b9-38c9-4f26-82dc-4b2c8ef10ab6,Vanessa kershawi,"(McCoy, 1868)",species,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Australian Painted Lady,1
395,https://biodiversity.org.au/afd/taxa/54b867e9-2d2c-49fb-bcb1-647a6a6a64e8,Agrotis infusa,"(Boisduval, 1832)",species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Agrotis,Bogong Moth,1
396,https://biodiversity.org.au/afd/taxa/54d8a8b2-debc-40ef-b934-129951b15d81,Choerocoris paganus,"(Fabricius, 1775)",species,Animalia,Arthropoda,Insecta,Hemiptera,Scutelleridae,Choerocoris,Ground Shield Bug,1
397,https://biodiversity.org.au/afd/taxa/55994a9e-8ba7-4ff9-89a2-e22586ab25d1,Phalacrocorax (Phalacrocorax) varius,"(Gmelin, 1789)",species,Animalia,Chordata,Aves,Pelecaniformes,Phalacrocoracidae,Phalacrocorax,Black-and-white Shag,1
398,https://biodiversity.org.au/afd/taxa/55b23042-dff6-4c2d-8b36-85f0a6613913,Chaetophyes compacta,"(Walker, 1851)",species,Animalia,Arthropoda,Insecta,Hemiptera,Clastopteridae,Chaetophyes,,1
399,https://biodiversity.org.au/afd/taxa/578f05bb-463d-4eef-a872-fafb73b56382,Euribia solstitialis,"(Linnaeus, 1758)",species,Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Euribia,,1
400,https://biodiversity.org.au/afd/taxa/580fbb7a-7481-44ac-828c-2528117dad5f,Megachile (Hackeriapis) canifrons,"Smith, 1853",species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,,1
401,https://biodiversity.org.au/afd/taxa/5d1f294c-d87a-4644-84ca-fe1f160902db,Chortoicetes terminifera,"(Walker, 1870)",species,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Chortoicetes,Australian Plague Locust,1
402,https://biodiversity.org.au/afd/taxa/5d30df27-7261-4212-a85f-33fcbf93890f,Micraspis frenata,"(Erichson, 1842)",species,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Micraspis,,1
403,https://biodiversity.org.au/afd/taxa/5d76f45c-7c00-4c6e-8aa7-c852419ddb61,Tineola bisselliella,"(Hummel, 1823)",species,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Tineola,,1
404,https://biodiversity.org.au/afd/taxa/5d937df2-e9dc-43a1-b829-2087ca5529ff,Ethmostigmus rubripes,"(Brandt, 1840)",species,Animalia,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Ethmostigmus,,1
405,https://biodiversity.org.au/afd/taxa/5d9eaf4d-5a8d-4d70-8b7b-2e7ffd5bff63,Aulacophora hilaris,"(Boisduval, 1835)",species,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Aulacophora,,1
406,https://biodiversity.org.au/afd/taxa/5dcda1d1-46b5-4f4d-9021-266a172b4b39,Rosopaella cuprea,"(Walker, 1851)",species,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Rosopaella,,1
407,https://biodiversity.org.au/afd/taxa/5e214fff-efe1-4d3e-b46b-3af5aa2f620b,Musca vetustissima,"Walker, 1849",species,Animalia,Arthropoda,Insecta,Diptera,Muscidae,Musca,,1
408,https://biodiversity.org.au/afd/taxa/623f0c55-e927-42a7-b0e6-220fec9d9691,Melangyna (Austrosyrphus) viridiceps,"(Macquart, 1847)",species,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Melangyna,,1
409,https://biodiversity.org.au/afd/taxa/626531f1-762a-48d4-8520-84ad1d6bfb58,Hecatesia fenestrata,"Boisduval, 1829",species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Hecatesia,,1
410,https://biodiversity.org.au/afd/taxa/64ccbc9e-1fe0-4d48-a7a0-1ed5b67f13e4,Nataxa flavescens,"(Walker, 1855)",species,Animalia,Arthropoda,Insecta,Lepidoptera,Anthelidae,Nataxa,,1
411,https://biodiversity.org.au/afd/taxa/65d646df-be05-48bf-ac3c-7b71501d2318,Ceyx azureus,"(Latham, 1801)",species,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Ceyx,Azure Kingfisher,1
412,https://biodiversity.org.au/afd/taxa/65ebad13-acb0-433b-9bcc-e44ec2bd88a1,Perga dorsalis,"Leach, 1817",species,Animalia,Arthropoda,Insecta,Hymenoptera,Pergidae,Perga,,1
413,https://biodiversity.org.au/afd/taxa/6836bdb0-2a7e-4962-9015-f4534e55cc86,Macrobathra chrysotoxa,"Meyrick, 1886",species,Animalia,Arthropoda,Insecta,Lepidoptera,Cosmopterigidae,Macrobathra,,1
414,https://biodiversity.org.au/afd/taxa/68eba403-5689-4a10-8c58-e3e6e4151cb4,Chelodina (Chelodina) longicollis,"(Shaw, 1794)",species,Animalia,Chordata,Reptilia,Testudines,Chelidae,Chelodina,Snake-necked Turtle,1
415,https://biodiversity.org.au/afd/taxa/692effa3-b719-495f-a86f-ce89e2981652,Oryctolagus cuniculus,"(Linnaeus, 1758)",species,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,Rabbit,1
416,https://biodiversity.org.au/afd/taxa/694bfa4c-2630-461f-86ae-f5b4a76c7934,Aporocera (Aporocera) consors,"Boisduval, 1835",species,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Aporocera,,1
417,https://biodiversity.org.au/afd/taxa/6c33bbf4-9f47-4d92-a4f3-4a485ba1ccae,Uresiphita ornithopteralis,"(Guen̩e, 1854)",species,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Uresiphita,,1
418,https://biodiversity.org.au/afd/taxa/6cc9795f-c67e-4465-ae30-5ea4eedb50f9,Paropsisterna fastidiosa,"(Chapuis, 1877)",species,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Paropsisterna,,1
